240.77, 238.3609066573698
237.09, 234.50718066422377
233.26, 230.52840931199287
229.25, 226.2353599362507
225.1, 221.73866235637095
220.82, 217.4477774567355
216.33, 213.0662853011449
246.88, 244.42342559357675
243.1, 240.4329125078373
239.16, 236.36432612031155
235.04, 231.96536340968132
230.76, 227.24702284913178
226.32, 222.7011026462511
221.64, 218.0883445034817
253.0, 250.46860713107984
249.12, 246.40497679991424
245.08, 242.20707914791615
240.86, 237.7292025477006
236.45, 232.8235358236191
231.84, 228.01553675474958
226.98, 223.1633837283809
259.12, 256.51576209166853
255.16, 252.3911534093345
251.03, 248.05595280281207
246.7, 243.50785720299913
242.17, 238.47629089375184
237.41, 233.41554811000833
232.36, 228.29088101700404
265.21, 262.53620453001434
261.17, 258.3494339567515
256.96, 253.9135465894728
252.53, 249.27045794780997
247.88, 244.16674217199383
242.97, 238.89365530250652
237.75, 233.49438495608274
271.26, 268.46962959081947
267.14, 264.2377664957501
262.85, 259.7079477198247
258.35, 254.97378201923948
253.58, 249.79540309262575
248.53, 244.39643443456674
243.14, 238.70944398606875
277.2, 274.3010165968847
273.02, 270.0395655431793
268.66, 265.4439804719408
264.08, 260.59591136536307
259.22, 255.32827360648736
254.04, 249.88035725146776
248.49, 243.97936411967248
283.01, 279.93562684118024
278.77, 275.6913949553383
274.36, 271.0444963673545
269.71, 266.1076996442464
264.76, 260.7531166808501
259.47, 255.24441706829765
253.78, 249.24612588210263
288.62, 285.2626866504457
284.34, 281.05447890069314
279.88, 276.3980355680672
275.17, 271.3893603596996
270.16, 265.9502662897134
264.77, 260.3750204340306
258.97, 254.35825128443608
293.97, 290.3127170412282
289.65, 286.06223537986267
285.15, 281.4614759305629
280.4, 276.41672334936726
275.33, 270.9273574521988
269.88, 265.28411970162915
263.99, 259.2383744530963
299.02, 295.07089514800236
294.67, 290.67824297586486
290.14, 286.1036898488085
285.36, 281.07987925127463
280.26, 275.5816945357082
274.77, 269.90942333755237
268.82, 263.82301981115916
303.71, 299.44116834334994
299.37, 294.9381410769879
294.82, 290.29031679684437
290.02, 285.30636635066014
284.9, 279.8430297313738
279.4, 274.2050375733825
273.44, 268.13164675111017
308.04, 303.29539776009466
303.72, 298.805910887476
299.16, 294.1107001967804
294.36, 289.107979948535
289.25, 283.6982979237599
283.76, 278.1263838156032
277.82, 272.1413675318218
312.0, 306.39806218061534
307.74, 302.0418289687381
303.2, 297.4047666622255
298.4, 292.4202993885158
293.31, 287.05426357071866
287.87, 281.5419621400101
281.98, 275.6493059621683
315.63, 308.51488875457665
311.48, 304.38580920486936
306.99, 299.91916148143537
302.21, 295.054665117477
297.15, 289.795079954896
291.76, 284.36954170372223
285.96, 278.5635865315221
318.98, 310.146130902926
314.99, 306.3057887598326
310.6, 302.088669431087
305.88, 297.4352167399704
300.86, 292.3615303162797
295.53, 287.12152355131866
289.83, 281.44543276863925
322.06, 311.76863801291296
318.29, 308.25822878129856
314.07, 304.33040277956235
309.45, 299.93853224733255
304.5, 295.0875313629642
299.24, 290.08480513834616
293.65, 284.6359513142989
324.91, 313.82517407627677
321.42, 310.6542032948701
317.43, 307.03100437383074
312.99, 302.91522320167337
308.15, 298.2906015452146
302.98, 293.50030381777736
297.49, 288.29778370648893
327.52, 316.6433603075313
324.35, 313.79106040552534
320.66, 310.4589261237707
316.47, 306.6376027485925
311.82, 302.24438330501016
306.79, 297.6579993248345
301.41, 292.6528590678711
329.87, 320.370958254291
327.04, 317.8143510648986
323.69, 314.77331579608506
319.83, 311.23332215959255
315.47, 307.10721847023126
310.65, 302.71222123214756
305.42, 297.88573351240126
331.94, 324.9989098311691
329.45, 322.69383952403075
326.46, 319.9214610897896
322.96, 316.6585317154123
318.96, 312.82790597798135
314.45, 308.6558158219959
309.48, 304.04148147048494
333.73, 330.41112532399234
331.55, 328.3135476395042
328.91, 325.7726259209746
325.79, 322.77454515328765
322.17, 319.24182625939835
318.05, 315.32104806963787
313.43, 310.9679816343429
